year,PM_lower,PM_mean,PM_upper,ISO3,Country,reporting_region_name,,,REGION,Super_region_name,SUPER-REGION,O3_mean,O3_lower,O3_upper
2013,16,16.34,16.66,TUN,Tunisia,North Africa / Middle East,,,15,North Africa / Middle East,2,67.2291,63.09723,71.37397
1990,19.43,19.87,20.34,TUR,Turkey,North Africa / Middle East,,,15,North Africa / Middle East,2,67.04091,63.09127,70.85465
1995,17.74,18.12,18.5,TUR,Turkey,North Africa / Middle East,,,15,North Africa / Middle East,2,67.05943,63.15903,71.00927
2000,16.99,17.36,17.71,TUR,Turkey,North Africa / Middle East,,,15,North Africa / Middle East,2,67.10278,62.74819,70.97235
2005,17.43,17.8,18.17,TUR,Turkey,North Africa / Middle East,,,15,North Africa / Middle East,2,67.0502,63.06429,71.04697
2010,17.82,18.2,18.58,TUR,Turkey,North Africa / Middle East,,,15,North Africa / Middle East,2,66.86395,62.70348,71.05105
2013,16.85,17.21,17.56,TUR,Turkey,North Africa / Middle East,,,15,North Africa / Middle East,2,66.73006,62.99592,70.70012
1990,18.53,18.94,19.36,TWN,Taiwan,"Asia, East",,,3,"Southeast Asia, East Asia and Oceania",6,58.72245,55.09235,62.12341
1995,18.44,18.84,19.26,TWN,Taiwan,"Asia, East",,,3,"Southeast Asia, East Asia and Oceania",6,58.92651,55.46842,62.45354
2000,18.42,18.83,19.24,TWN,Taiwan,"Asia, East",,,3,"Southeast Asia, East Asia and Oceania",6,60.10355,56.59026,63.67486
2005,18.92,19.34,19.78,TWN,Taiwan,"Asia, East",,,3,"Southeast Asia, East Asia and Oceania",6,62.57334,58.82786,66.46687
2010,18.32,18.71,19.12,TWN,Taiwan,"Asia, East",,,3,"Southeast Asia, East Asia and Oceania",6,65.80347,62.08038,69.84574
2013,19.09,19.52,19.97,TWN,Taiwan,"Asia, East",,,3,"Southeast Asia, East Asia and Oceania",6,67.32375,63.43984,71.06683
1990,7.15,7.35,7.57,TZA,Tanzania,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,45.48283,42.69622,48.27536
1995,7.16,7.37,7.58,TZA,Tanzania,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,45.53005,42.9423,48.16059
2000,7.17,7.38,7.6,TZA,Tanzania,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,45.61694,42.76076,48.34157
2005,7.76,7.97,8.19,TZA,Tanzania,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,45.82645,43.13511,48.55843
2010,8.06,8.28,8.5,TZA,Tanzania,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,46.37729,43.58491,49.07597
2013,8.95,9.16,9.39,TZA,Tanzania,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,46.46515,43.65087,49.12649
1990,14.79,15.09,15.39,UGA,Uganda,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,51.61942,48.42249,54.69468
1995,14.64,14.94,15.23,UGA,Uganda,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,51.37147,48.18608,54.35753
2000,14.59,14.89,15.18,UGA,Uganda,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,51.34405,48.33367,54.19576
2005,15.13,15.45,15.75,UGA,Uganda,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,51.19907,48.20074,54.05374
2010,15.36,15.68,15.98,UGA,Uganda,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,51.00663,47.99664,54.23652
2013,17.26,17.63,17.99,UGA,Uganda,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,50.9337,47.83032,53.93812
1990,28.34,29.22,30.2,UKR,Ukraine,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,60.0387,56.59606,63.64316
1995,21.3,21.83,22.39,UKR,Ukraine,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,58.97184,55.25671,62.3791
2000,16.85,17.21,17.55,UKR,Ukraine,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,58.09471,54.37599,61.46577
2005,16.67,17.02,17.36,UKR,Ukraine,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,57.84621,54.49367,61.30888
2010,15.61,15.94,16.24,UKR,Ukraine,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,57.51539,53.99906,60.93236
2013,14.78,15.08,15.38,UKR,Ukraine,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,57.12422,53.76786,60.40027
1990,5.87,6.06,6.28,URY,Uruguay,"Latin America, Southern",,,13,High income,1,34.23772,32.13988,36.26405
1995,5.97,6.17,6.38,URY,Uruguay,"Latin America, Southern",,,13,High income,1,34.54396,32.29471,36.68416
2000,5.96,6.16,6.37,URY,Uruguay,"Latin America, Southern",,,13,High income,1,35.21394,33.20487,37.16
2005,6.05,6.25,6.47,URY,Uruguay,"Latin America, Southern",,,13,High income,1,36.13457,33.8815,38.5185
2010,6.37,6.58,6.79,URY,Uruguay,"Latin America, Southern",,,13,High income,1,37.19194,35.00557,39.39213
2013,6.48,6.68,6.9,URY,Uruguay,"Latin America, Southern",,,13,High income,1,37.80367,35.40993,40.01145
1990,16.07,16.41,16.74,USA,United States,"North America, High Income",,,16,High income,1,70.28056,66.23312,74.28662
1995,15.13,15.45,15.75,USA,United States,"North America, High Income",,,16,High income,1,70.19839,65.92638,74.16399
2000,14.38,14.67,14.96,USA,United States,"North America, High Income",,,16,High income,1,69.58311,65.40397,74.03431
2005,13.4,13.67,13.94,USA,United States,"North America, High Income",,,16,High income,1,68.81524,64.83642,73.14509
2010,11.55,11.79,12.03,USA,United States,"North America, High Income",,,16,High income,1,67.51355,63.4867,71.73623
2013,10.52,10.74,10.97,USA,United States,"North America, High Income",,,16,High income,1,67.01229,62.93794,71.21994
1990,26.46,27.25,28.11,UZB,Uzbekistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,63.97769,60.1668,67.76139
1995,23.33,23.95,24.62,UZB,Uzbekistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,63.07693,59.33114,66.81555
2000,21.84,22.4,22.99,UZB,Uzbekistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,62.7136,59.14886,66.48825
2005,21.7,22.25,22.83,UZB,Uzbekistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,62.61326,59.16108,66.32836
2010,24.25,24.91,25.63,UZB,Uzbekistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,62.99265,59.32212,66.74849
2013,24.83,25.52,26.27,UZB,Uzbekistan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,62.82235,58.75853,66.5432
1990,14.28,14.57,14.85,VCT,Saint Vincent and the Grenadines,Caribbean,,,7,Latin America and Caribbean ,5,38.64201,36.41085,40.77604
1995,14.28,14.57,14.85,VCT,Saint Vincent and the Grenadines,Caribbean,,,7,Latin America and Caribbean ,5,38.96571,36.8159,41.07082
2000,14.26,14.55,14.83,VCT,Saint Vincent and the Grenadines,Caribbean,,,7,Latin America and Caribbean ,5,39.20102,37.0215,41.32617
2005,14.23,14.52,14.8,VCT,Saint Vincent and the Grenadines,Caribbean,,,7,Latin America and Caribbean ,5,39.36668,36.78814,41.78115
2010,14.12,14.41,14.69,VCT,Saint Vincent and the Grenadines,Caribbean,,,7,Latin America and Caribbean ,5,39.41506,37.16948,41.74275
2013,14.2,14.49,14.78,VCT,Saint Vincent and the Grenadines,Caribbean,,,7,Latin America and Caribbean ,5,39.4798,37.1666,41.78399
1990,9.94,10.16,10.39,VEN,Venezuela,"Latin America, Central",,,12,Latin America and Caribbean ,5,39.79942,37.34154,42.31977
1995,9.33,9.54,9.77,VEN,Venezuela,"Latin America, Central",,,12,Latin America and Caribbean ,5,40.47144,38.28442,42.98129
2000,10.02,10.24,10.47,VEN,Venezuela,"Latin America, Central",,,12,Latin America and Caribbean ,5,41.50729,39.08912,44.10989
2005,10.72,10.95,11.19,VEN,Venezuela,"Latin America, Central",,,12,Latin America and Caribbean ,5,43.18035,40.68647,45.815
2010,12.01,12.26,12.51,VEN,Venezuela,"Latin America, Central",,,12,Latin America and Caribbean ,5,45.33525,42.64035,48.2051
2013,13.15,13.42,13.69,VEN,Venezuela,"Latin America, Central",,,12,Latin America and Caribbean ,5,46.34673,43.56128,49.2986
1990,18.63,19.08,19.55,VNM,Vietnam,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,45.57356,42.88485,47.97468
1995,19.69,20.19,20.72,VNM,Vietnam,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,46.61708,43.84126,49.37512
2000,20.73,21.26,21.85,VNM,Vietnam,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,48.11206,45.26441,50.94006
2005,22.57,23.19,23.86,VNM,Vietnam,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,50.16716,47.22282,53.08247
2010,24.39,25.12,25.92,VNM,Vietnam,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,52.7357,49.6278,55.86743
2013,24.71,25.46,26.28,VNM,Vietnam,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,54.22408,50.71276,57.67062
1990,7.82,8.04,8.26,VUT,Vanuatu,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,36.9144,34.65298,39.12258
1995,7.78,7.99,8.22,VUT,Vanuatu,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,36.64547,34.41911,38.6895
2000,7.74,7.96,8.19,VUT,Vanuatu,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,36.56104,34.23503,38.77776
2005,7.52,7.74,7.96,VUT,Vanuatu,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,36.61877,34.38944,38.62188
2010,7.22,7.42,7.64,VUT,Vanuatu,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,36.94992,34.74607,39.05298
2013,7.17,7.38,7.59,VUT,Vanuatu,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,37.02878,34.65281,39.204
1990,7.24,7.45,7.68,WSM,Samoa,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
1995,7.22,7.43,7.65,WSM,Samoa,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
2000,7.2,7.41,7.64,WSM,Samoa,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
2005,7.18,7.4,7.62,WSM,Samoa,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
2010,7.23,7.44,7.67,WSM,Samoa,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
2013,7.21,7.42,7.64,WSM,Samoa,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,,,
1990,31.39,32.48,33.67,YEM,Yemen,North Africa / Middle East,,,15,North Africa / Middle East,2,50.1498,47.10431,53.17867
1995,31.49,32.59,33.79,YEM,Yemen,North Africa / Middle East,,,15,North Africa / Middle East,2,51.14774,48.27644,54.09219
2000,31.73,32.85,34.06,YEM,Yemen,North Africa / Middle East,,,15,North Africa / Middle East,2,52.00136,48.78973,55.14856
2005,30.56,31.58,32.7,YEM,Yemen,North Africa / Middle East,,,15,North Africa / Middle East,2,52.68127,49.54105,55.59582
2010,32.17,33.29,34.52,YEM,Yemen,North Africa / Middle East,,,15,North Africa / Middle East,2,53.15885,49.96141,56.15648
2013,34.88,36.17,37.6,YEM,Yemen,North Africa / Middle East,,,15,North Africa / Middle East,2,53.54565,50.29991,56.65147
1990,11.44,11.68,11.92,ZAF,South Africa,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,49.65421,46.68331,52.47255
1995,12,12.25,12.5,ZAF,South Africa,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,50.26149,47.2298,53.1515
2000,12.55,12.8,13.06,ZAF,South Africa,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,50.79604,47.5493,53.68388
2005,13.17,13.44,13.7,ZAF,South Africa,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,51.53374,48.292,54.61367
2010,14.01,14.3,14.58,ZAF,South Africa,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,52.33807,49.20365,55.54176
2013,14.03,14.32,14.6,ZAF,South Africa,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,52.82848,49.67864,55.89033
1990,9.16,9.38,9.61,ZMB,Zambia,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,58.50626,54.98754,62.00075
1995,8.73,8.95,9.18,ZMB,Zambia,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,58.61694,54.93728,62.22817
2000,8.76,8.98,9.2,ZMB,Zambia,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,58.90964,55.39544,62.52747
2005,9.3,9.51,9.74,ZMB,Zambia,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,60.17922,56.57946,63.81886
2010,10.56,10.79,11.03,ZMB,Zambia,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,61.80263,58.22084,65.63193
2013,11.54,11.78,12.02,ZMB,Zambia,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,62.52502,58.6335,66.05225
1990,7.15,7.36,7.59,ZWE,Zimbabwe,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,52.65296,49.39777,55.63239
1995,6.94,7.14,7.36,ZWE,Zimbabwe,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,52.942,49.55654,56.33628
2000,7.03,7.24,7.46,ZWE,Zimbabwe,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,53.38384,50.13527,56.49517
2005,7.43,7.64,7.86,ZWE,Zimbabwe,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,54.48655,51.20661,57.68977
2010,8.22,8.44,8.66,ZWE,Zimbabwe,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,55.87999,52.36922,59.15866
2013,8.85,9.07,9.3,ZWE,Zimbabwe,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,56.37056,52.87293,59.80908
